Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1
0116-G-00078-0000-00,Vacant Land,Available,URA Owned,H,0 MANUEL ST
0116-G-00201-0000-00,Vacant Land,Available,URA Owned,H,0 HARLEY ST
0116-G-00250-0000-00,Vacant Land,Available,URA Owned,H,0 HARLEY ST
0116-G-00284-0000-00,Vacant Land,Available,URA Owned,H,0 BOBBY WAY
0116-L-00130-0000-00,Vacant Land,Available,URA Owned,H,0 COLBY ST
0116-L-00140-0000-00,Vacant Land,Available,URA Owned,H,0 COLBY ST
0116-L-00149-0000-00,Vacant Land,Available,URA Owned,H,0 COLBY ST
0124-J-00059-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 LENORA ST
0124-J-00065-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 LENORA ST
0124-J-00066-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 LENORA ST
0124-J-00068-0000-00,Vacant Land,Hold for Study,URA Owned,R2-H,0 LENORA ST
0124-J-00071-0000-00,Vacant Land,Hold for Study,URA Owned,R2-H,0 LENORA ST
0124-J-00072-0000-00,Vacant Land,Hold for Study,URA Owned,R2-H,0 LENORA ST
0124-J-00073-0000-00,Vacant Land,Hold for Study,URA Owned,R2-H,0 LENORA ST
0124-K-00018-0000-00,Vacant Land,Site Assemblage,URA Owned,H,0 LARIMER AVE
0124-N-00120-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,300 LARIMER AVE
0124-P-00104-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 WINFIELD ST
0124-R-00093-0000-00,Vacant Land,Site Assemblage,URA Owned,H,0 RENFREW ST
0125-A-00345-0001-00,Vacant Land,Hold from Market,URA Owned,R2-H,0 EAST LIBERTY BLVD
0125-A-00506-0000-00,Street,To Be Dedicated,URA Owned,UI,0 FRANKSTOWN AVE
0125-C-00170-0000-00,Street,To Be Dedicated,URA Owned,UI,0 WASHINGTON BLVD
0128-R-00100-0000-00,Vacant Land,Site Assemblage,URA Owned,P,2005 BEECHWOOD BLVD
0128-R-00200-0000-00,Vacant Land,Site Assemblage,URA Owned,RP,2005 BEECHWOOD BLVD
0129-A-00159-0000-00,Street,Dedicated,,RP,0 PARKVIEW BLVD
0129-A-00160-0000-00,Vacant Land,Site Assemblage,URA Owned,RP,2500 BEECHWOOD BLVD
0129-J-00150-0000-00,Vacant Land,Site Assemblage,URA Owned,RP,0 COMMERCIAL ST
0129-N-00040-0000-00,Vacant Land,Site Assemblage,URA Owned,UI,0 ETTWEIN ST
0174-C-00501-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 UPLAND ST
0174-D-00078-0000-00,Vacant Land,Available,URA Owned,P,0 WILLING ST
0174-E-00021-0000-00,Vacant Land,Available,URA Owned,LNC,0 MONTICELLO ST
0174-G-00077-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 MONTICELLO ST
0174-J-00131-0000-00,Surface Parking Lot,Hold for Study,URA Owned,LNC,700 N HOMEWOOD AVE
0174-J-00293-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 N HOMEWOOD AVE
0174-J-00300-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 FRANKSTOWN AVE
0174-J-00303-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 N HOMEWOOD AVE
0174-K-00201-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 FRANKSTOWN AVE
0174-L-00155-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 FRANKSTOWN AVE
0174-L-00172-0000-00,Vacant Land,Available,URA Owned,LNC,0 FRANKSTOWN AVE
0174-L-00174-0000-00,Vacant Land,Available,URA Owned,LNC,0 FRANKSTOWN AVE
0174-L-00215-0000-00,Vacant Land,Available,URA Owned,LNC,908 BRUSHTON AVE
0174-L-00216-0000-00,Vacant Land,Available,URA Owned,LNC,0 BRUSHTON AVE
0174-N-00095-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,7151 HAMILTON AVE
0174-N-00190-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UNC,536 N HOMEWOOD AVE
0174-N-00192-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UNC,0 N HOMEWOOD AVE
0174-N-00194-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UNC,0 TIOGA ST
0174-N-00198-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UNC,0 N HOMEWOOD AVE
0175-A-00111-0000-00,Surface Parking Lot,Exclusive Negotiations,URA Owned,UI,7228 -7930 MCPHERSON BLVD
0175-A-00113-0000-00,Occupied Structure,Exclusive Negotiations,URA Owned,UI,7230 MCPHERSON BLVD
0175-B-00150-0000-00,Vacant Land,Hold for Study,URA Owned,UI,7543 SUSQUEHANNA ST
0175-B-00151-0000-00,Vacant Land,Hold for Study,URA Owned,UI,7543 SUSQUEHANNA ST
0231-J-00276-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 PERCHMENT ST
0050-M-00008-0000-00,Vacant Structure,Disposition in Process,URA Owned,R2-H,305 N AIKEN AVE
0050-M-00186-0000-00,Vacant Land,Disposition in Process,URA Owned,R2-H,234 N AIKEN AVE
0029-J-00135-0000-00,Parking Structure,Disposition in Process,URA Owned,SP-5,536 S 28TH ST
0088-G-00375-0000-00,Street,To Be Dedicated,URA Owned,RP,0 BILTMORE LN
0088-H-00250-0000-00,Street,To Be Dedicated,URA Owned,RP,0 BILTMORE LN
0088-M-00158-0000-00,Vacant Land,Site Assemblage,URA Owned,RP,0 SHELBURNE LN
0088-M-00162-0000-00,Street,To Be Dedicated,URA Owned,RP,0 BEARDSLEY LN
0088-M-00164-0000-00,Street,To Be Dedicated,URA Owned,RP,0 BEARDSLEY LN
0088-M-00200-0000-00,Vacant Land,To Be Dedicated,URA Owned,RP,1614 -1680 PARKVIEW BLVD
0088-R-00200-0000-00,Street,Dedicated,,RP,0 PARKVIEW LN
0088-S-00015-0000-00,Vacant Land,Site Assemblage,URA Owned,RP,0 SHELBURNE LN
0088-R-00125-0000-00,Street,Dedicated,,RP,0 PARKVIEW BLVD
0129-F-00001-0000-00,Vacant Land,Site Assemblage,URA Owned,RP,0 OBER ST
0010-J-00100-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-J-00101-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-J-00103-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-J-00104-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-J-00105-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-J-00080-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-J-00084-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-J-00099-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 TRENT ST
0010-K-00227-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 KIRKPATRICK ST
0010-K-00229-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 KIRKPATRICK ST
0124-J-00232-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,0 LARIMER AVE
0124-J-00233-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,0 LARIMER AVE
0124-J-00234-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,0 LARIMER AVE
0124-J-00235-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,0 LARIMER AVE
0124-N-00110-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,300 LARIMER AVE
0124-N-00114-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,300 LARIMER AVE
0124-N-00115-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,300 LARIMER AVE
0124-N-00116-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,300 LARIMER AVE
0124-N-00125-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 LARIMER AVE
0124-N-00126-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,335 LARIMER AVE
0124-N-00127-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,335 LARIMER AVE
0124-N-00128-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,335 LARIMER AVE
0124-N-00129-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,335 LARIMER AVE
0125-L-00022-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 N DALLAS AVE
0125-L-00023-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 N DALLAS AVE
0125-L-00044-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 N DALLAS AVE
0125-L-00045-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 N DALLAS AVE
0125-L-00046-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 N DALLAS AVE
0125-L-00047-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 KELLY ST
0125-M-00225-0000-00,Vacant Land,Available,URA Owned,RM-M,0 KELLY ST
0125-M-00226-0000-00,Vacant Land,Available,URA Owned,RM-M,0 KELLY ST
0174-N-00296-0000-00,Vacant Structure,Exclusive Negotiations,URA Owned,R1A-VH,7215 SUSQUEHANNA ST
0174-N-00314-0000-00,Vacant Land,Site Assemblage,URA Owned,R1A-VH,7300 SUSQUEHANNA ST
0174-N-00315-0000-00,Vacant Land,Site Assemblage,URA Owned,R1A-VH,7302 SUSQUEHANNA ST
0174-N-00316-0000-00,Vacant Land,Site Assemblage,URA Owned,R1A-VH,7304 SUSQUEHANNA ST
0174-N-00078-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,0 N HOMEWOOD AVE
0174-N-00094-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,601 N HOMEWOOD AVE
0174-N-00096-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,7149 HAMILTON AVE
0174-N-00097-0000-00,Vacant Land,Site Assemblage,URA Owned,LNC,7147 HAMILTON AVE
0175-A-00001-0000-00,Vacant Land,Site Assemblage,URA Owned,R1A-VH,0 SUSQUEHANNA ST
0175-A-00002-0000-00,Vacant Land,Site Assemblage,URA Owned,R1A-VH,0 SUSQUEHANNA ST
0083-M-00175-0000-00,Vacant Land,Hold-PLB Transfer Pending,URA Owned,R1D-H,0 MAYFLOWER ST
0083-M-00176-0000-00,Vacant Land,Hold-PLB Transfer Pending,URA Owned,R1D-H,0 MAYFLOWER ST
0083-M-00183-0000-00,Vacant Land,Hold-PLB Transfer Pending,URA Owned,R2-H,0 MAYFLOWER ST
0083-M-00184-0000-00,Vacant Land,Hold-PLB Transfer Pending,URA Owned,R2-H,0 MAYFLOWER ST
0083-M-00196-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 MAYFLOWER ST
0083-M-00198-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 MAYFLOWER ST
0083-M-00199-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 MAYFLOWER ST
0083-M-00208-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 CARVER ST
0083-M-00208-000A-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 EMANS WAY
0083-M-00209-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 CARVER ST
0083-M-00211-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 CARVER ST
0083-M-00213-0000-00,Vacant Land,Site Assemblage,URA Owned,R1D-H,0 CARVER ST
0083-S-00386-0000-00,Vacant Land,Hold-PLB Transfer Pending,URA Owned,R2-H,0 MAYFLOWER ST
0008-G-00320-0000-00,Occupied Structure,Hold for Study,URA Owned,UNC,395 FEDERAL ST
0008-G-00300-0000-00,Occupied Structure,Hold for Study,URA Owned,UNC,111 S COMMONS
0008-G-00300-0000-01,Occupied Structure,Hold for Study,URA Owned,,0 S COMMONS
0021-M-00038-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RIV-IMU,1800 PREBLE AVE
0022-J-00067-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RIV-IMU,0 N FRANKLIN ST
0011-E-00022-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0042-E-00300-0000-00,Occupied Structure,Disposition in Process,URA Owned,RP,3617 ALLENDALE CIR
0002-C-00300-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,SP-11,0 MARIO LEMIEUX PL
0002-G-00056-0000-00,Vacant Structure,Available,URA Owned,UPR-A,1325 5TH AVE
0002-G-00057-0000-00,Vacant Structure,Available,URA Owned,UPR-A,1319 5TH AVE
0029-F-00205-0000-00,Vacant Land,Easement Area,URA Owned,SP-1,0 2ND AVE
0056-B-00314-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,4737 IRVINE ST
0056-B-00315-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,4737 IRVINE ST
0056-B-00316-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,4737 IRVINE ST
0056-B-00317-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,4737 IRVINE ST
0056-B-00326-0000-00,Surface Parking Lot,Exclusive Negotiations,URA Owned,LNC,0 HAZELWOOD AVE
0056-F-00078-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,0 2ND AVE
0056-F-00080-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4842 2ND AVE
0056-F-00083-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00084-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00085-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00086-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00088-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00090-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00091-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00092-0000-00,Vacant Land,Hold from Market,URA Owned,LNC,4820 2ND AVE
0056-F-00099-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00100-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00101-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00103-0000-00,Vacant Structure,Exclusive Negotiations,URA Owned,LNC,4817 2ND AVE
0056-F-00104-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00106-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00107-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00108-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00109-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00110-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 2ND AVE
0056-F-00326-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CHATSWORTH AVE
0056-F-00326-000A-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CHATSWORTH AVE
0056-F-00327-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CHATSWORTH AVE
0056-F-00330-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CHATSWORTH AVE
0056-F-00331-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CHATSWORTH AVE
0088-M-00160-0000-00,Street,To Be Dedicated,URA Owned,RP,0 SHELBURNE LN
0002-F-00240-0002-00,Street,Easement Area,URA Owned,GT-B,0 6TH AVE
0011-S-00042-0000-00,Street,To Be Dedicated,URA Owned,SP-1,0 TECHNOLOGY DR
0047-J-00132-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 BRAHM ST
0123-D-00001-0000-00,Vacant Land,Available,URA Owned,P,0 LEECH FARM RD
0172-P-00299-0000-00,Vacant Land,To Be Dedicated,URA Owned,EMI,0 CHESTER ST
0172-P-00350-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 CAMPANIA AVE
0001-D-00183-0000-00,Vacant Structure,Available,URA Owned,GT-A,604 LIBERTY AVE
0001-M-00160-0000-00,Parking Structure,Hold for Study,URA Owned,GT-C,200 SMITHFIELD ST
0002-E-00077-0000-01,Parking Structure,Disposition in Process,URA Owned,GT-A,11 CHERRY WAY
0002-H-00147-0000-00,Vacant Land,Hold for Study,URA Owned,UPR-A,0 COLWELL ST
0002-H-00149-0000-00,Vacant Land,Hold for Study,URA Owned,UPR-A,0 COLWELL ST
0002-H-00151-0000-00,Vacant Land,Hold for Study,URA Owned,UPR-A,0 OUR WAY
0002-H-00253-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 REED ST
0002-H-00254-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 REED ST
0002-H-00261-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 VINE ST
0002-H-00301-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 REED ST
0002-H-00302-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 REED ST
0002-H-00303-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 REED ST
0002-H-00304-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 REED ST
0002-H-00305-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 REED ST
0002-H-00307-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 REED ST
0002-H-00309-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 REED ST
0002-H-00312-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 VINE ST
0002-H-00314-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 VINE ST
0002-H-00316-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 VINE ST
0002-H-00318-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COLWELL ST
0002-H-00319-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COLWELL ST
0002-H-00321-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COLWELL ST
0002-H-00322-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COVINGTON ST
0002-H-00323-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COVINGTON ST
0002-H-00324-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COVINGTON ST
0002-H-00324-000A-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COVINGTON ST
0002-H-00325-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WOOD ST
0002-H-00327-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COVINGTON ST
0002-H-00328-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COLWELL ST
0002-H-00330-0000-01,Vacant Land,Hold for Study,URA Owned,RM-M,0 COVINGTON ST
0002-H-00330-0000-02,Vacant Land,Hold for Study,URA Owned,RM-M,0 COLWELL ST
0002-H-00336-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MILLER ST
0002-H-00337-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MILLER ST
0002-H-00340-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MILLER ST
0002-J-00164-0000-01,Surface Parking Lot,Hold for Study,URA Owned,GT-B,610 3RD AVE
0002-J-00164-0000-02,Occupied Structure,Hold from Market,URA Owned,GT-B,200 ROSS ST
0002-N-00297-0000-00,Street,To Be Dedicated,URA Owned,GT-C,0 1ST AVE
0003-L-00215-0000-00,Vacant Land,Available,URA Owned,R2-VH,0 S 9TH ST
0007-B-00144-0000-00,Vacant Land,Hold for Study,URA Owned,R2-H,0 PAGE ST
0007-B-00222-0000-00,Vacant Land,Hold for Study,URA Owned,R2-H,0 FAULSEY WAY
0007-B-00350-0000-00,Vacant Land,Hold for Study,URA Owned,R2-H,1334 W NORTH AVE
0007-F-00010-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,801 KROLL DR
0007-F-00020-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,801 BEAVER AVE
0007-F-00025-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 KROLL DR
0008-H-00261-0000-00,Vacant Land,Hold for Study,URA Owned,RIV-NS,222 ISABELLA ST
0009-B-00007-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 S CANAL ST
0009-B-00014-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 CARPENTER WAY
0009-B-00015-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 WARFIELD ST
0009-B-00016-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 WARFIELD ST
0009-B-00019-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 S CANAL ST
0009-B-00052-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 WARFIELD ST
0009-B-00053-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 WARFIELD ST
0009-B-00055-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 PROGRESS ST
0009-B-00056-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 PROGRESS ST
0009-B-00057-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 PROGRESS ST
0009-B-00058-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-NS,0 PROGRESS ST
0009-M-00133-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CLIFF ST
0009-M-00139-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 RIDGEWAY ST
0009-M-00171-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 LEDLIE ST
0009-M-00273-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,1907 BEDFORD AVE
0009-M-00274-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 BEDFORD AVE
0009-M-00325-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ROWLEY ST
0009-R-00156-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CRAWFORD ST
0009-R-00159-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CRAWFORD ST
0009-R-00160-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CRAWFORD ST
0009-R-00163-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CLIFF ST
0009-R-00164-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CLIFF ST
0009-R-00165-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CLIFF ST
0009-R-00166-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 CLIFF ST
0009-S-00109-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 BEDFORD AVE
0009-S-00110-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 BEDFORD AVE
0009-S-00111-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,32 MANILLA ST
0009-S-00112-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,7 PEACH WAY
0009-S-00113-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,9 PEACH WAY
0009-S-00114-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,34 MANILLA ST
0009-S-00115-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 PEACH WAY
0009-S-00116-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,38 MANILLA ST
0009-S-00117-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,1635 MANILLA ST
0009-S-00117-0000-02,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 PEACH WAY
0009-S-00118-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MANILLA ST
0009-S-00148-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 WYLIE AVE
0010-C-00040-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WEBSTER AVE
0010-D-00246-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WEBSTER AVE
0010-D-00268-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-D-00270-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-D-00276-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CROCKETT ST
0010-D-00278-000A-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CROCKETT ST
0010-D-00282-000A-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CROCKETT ST
0010-D-00286-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HOLLACE ST
0010-D-00289-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HOLLACE ST
0010-D-00294-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HOLLACE ST
0010-D-00310-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,647 WANDLESS ST
0010-D-00313-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,647 WANDLESS ST
0010-D-00314-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,647 WANDLESS ST
0010-D-00318-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,647 WANDLESS ST
0010-D-00327-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,647 WANDLESS ST
0010-D-00329-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,647 WANDLESS ST
0010-D-00333-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 ORBIN ST
0010-D-00341-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-D-00342-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-D-00342-000A-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-D-00343-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-D-00345-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-D-00346-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0010-D-00348-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0010-D-00349-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0010-D-00350-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0010-D-00351-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0010-G-00073-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WEBSTER AVE
0010-G-00074-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WEBSTER AVE
0010-G-00174-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WEBSTER AVE
0010-G-00196-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 DUFF ST
0010-G-00205-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 DUFF ST
0010-H-00061-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2604 WYLIE AVE
0010-H-00085-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 FRANCIS ST
0010-H-00172-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MORGAN ST
0010-H-00181-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MORGAN ST
