Parcel Number,Property Status,Inventory Type
0013A00067000000,Hold for Study,Hold For Study
0013A00068000000,Hold for Study,Hold For Study
0013A00073000000,Hold for Study,Hold For Study
0013A00077000000,Hold for Study,Hold For Study
0013A00079000000,Hold for Study,Hold For Study
0013A00080000000,Hold for Study,Hold For Study
0013A00123000000,Hold for Study,Hold For Study
0013A00125000000,Available for Sale,Public Sale
0013A00126000000,Available for Sale,Public Sale
0013A00142000000,Available for Sale,Public Sale
0013A00310000000,Available for Sale,Public Sale
0013A00314000000,Available for Sale,Public Sale
0013A00316000000,Available for Sale,Public Sale
0013B00014000000,Available for Sale,Public Sale
0013B00015000000,Available for Sale,Public Sale
0013B00019000000,Available for Sale,Public Sale
0013B00049000000,Hold for Study,Hold For Study
0013B00055000000,Hold for Study,Hold For Study
0013B00056000000,Hold for Study,Hold For Study
0013B00058000000,Hold for Study,Hold For Study
0013C00089000000,Available for Sale,Public Sale
0013C00128000000,Available for Sale,Public Sale
0013C00171000000,Available for Sale,Public Sale
0013C00250000000,Available for Sale,Public Sale
0013C00366000000,Available for Sale,Public Sale
0013D00252000000,Available for Sale,Public Sale
0013D00253000000,Available for Sale,Public Sale
0013D00254000000,Available for Sale,Public Sale
0013D00255000000,Available for Sale,Public Sale
0013D00256000000,Available for Sale,Public Sale
0013D00256000A00,Available for Sale,Public Sale
0013D00258000000,Available for Sale,Public Sale
0013D00260000000,Available for Sale,Public Sale
0013D00308000000,Available for Sale,Public Sale
0013E00016000000,Available for Sale,Public Sale
0013E00099000000,Hold for Study,Hold For Study
0013E00100000000,Hold for Study,Hold For Study
0013E00101000000,Hold for Study,Hold For Study
0013E00108000000,Hold for Study,Hold For Study
0013E00110000000,Hold for Study,Hold For Study
0013E00112000000,Hold for Study,Hold For Study
0013E00124000000,Hold for Study,Hold For Study
0013E00136000000,Hold for Study,Hold For Study
0013E00160000000,Hold for Study,Hold For Study
0013E00220000000,Hold for Study,Hold For Study
0013F00222000000,Hold for Study,Hold For Study
0013F00223000000,Hold for Study,Hold For Study
0013H00155000000,Hold for Study,Hold For Study
0013H00156000000,Hold for Study,Hold For Study
0013H00160000000,Hold for Study,Hold For Study
0013H00174000000,Hold for Study,Hold For Study
0013J00113000000,Available for Sale,Public Sale
0013K00182000000,Available for Sale,Public Sale
0013K00183000000,Available for Sale,Public Sale
0013K00200000000,Available for Sale,Public Sale
0013L00124000000,Available for Sale,Public Sale
0013L00157000000,Available for Sale,Public Sale
0013L00173000000,Hold for Study,Hold For Study
0013M00010000000,Available for Sale,Public Sale
0013M00011000000,Hold for Study,Hold For Study
0013M00020000000,Hold for Study,Hold For Study
0013M00108000000,Available for Sale,Public Sale
0013M00132000000,Hold for Study,Hold For Study
0013M00135000000,Hold for Study,Hold For Study
0013M00138000000,Hold for Study,Hold For Study
0013M00148000000,Hold for Study,Hold For Study
0013M00156000000,Hold for Study,Hold For Study
0013M00164000000,Hold for Study,Hold For Study
0013M00166000000,Hold for Study,Hold For Study
0013M00170000000,Available for Sale,Public Sale
0013M00228000000,Available for Sale,Public Sale
0013M00231000000,Available for Sale,Public Sale
0013M00259000000,Available for Sale,Public Sale
0013M00261000000,Available for Sale,Public Sale
0013M00300000000,Available for Sale,Public Sale
0013N00241000000,Available for Sale,Public Sale
0013N00243000000,Available for Sale,Public Sale
0013N00245000000,Available for Sale,Public Sale
0013P00085000000,Hold for Study,Hold For Study
0013P00166000000,Available for Sale,Public Sale
0013P00172000000,Available for Sale,Public Sale
0013P00175000000,Available for Sale,Public Sale
0013P00180000000,Available for Sale,Public Sale
0013P00186000000,Hold for Study,Hold For Study
0013P00188000000,Hold for Study,Hold For Study
0013P00256000000,Hold for Study,Hold For Study
0013P00265000000,Hold for Study,Hold For Study
0013P00266000000,Hold for Study,Hold For Study
0013P00292000000,Available for Sale,Public Sale
0013R00169000000,Available for Sale,Public Sale
0013R00178000000,Available for Sale,Public Sale
0013R00232000000,Available for Sale,Public Sale
0013R00233000000,Available for Sale,Public Sale
0013R00256000000,Available for Sale,Public Sale
0013S00149000000,Hold for Study,Hold For Study
0013S00159000000,Available for Sale,Public Sale
0013S00194000000,Available for Sale,Public Sale
0014B00201000000,Available for Sale,Public Sale
0014B00397000000,Hold for Study,Hold For Study
0014C00026000000,Hold for Study,Hold For Study
0014C00034000000,Hold for Study,Hold For Study
0014C00035000000,Hold for Study,Hold For Study
0014C00038000000,Hold for Study,Hold For Study
0014C00040000000,Hold for Study,Hold For Study
0014C00043000000,Hold for Study,Hold For Study
0014C00044000000,Hold for Study,Hold For Study
0014C00047000000,Hold for Study,Hold For Study
0014C00048000000,Hold for Study,Hold For Study
0014C00050000000,Hold for Study,Hold For Study
0014C00051000000,Hold for Study,Hold For Study
0014C00052000000,Hold for Study,Hold For Study
0014C00073000000,Hold for Study,Hold For Study
0014C00098000002,Hold for Study,Hold For Study
0014C00163000000,Hold for Study,Hold For Study
0014C00239000000,Hold for Study,Hold for Study
0014C00245000000,Hold for Study,Hold for Study
0014C00262000000,Available for Sale,Public Sale
0014C00278000000,Available for Sale,Public Sale
0014C00280000001,Available for Sale,Public Sale
0014C00280000002,Hold for Study,Hold For Study
0014C00282000000,Available for Sale,Public Sale
0014C00288000000,Available for Sale,Public Sale
0014C00354000000,Available for Sale,Public Sale
0014D00241000000,Available for Sale,Public Sale
0014D00266000000,Available for Sale,Public Sale
0014E00011000000,Available for Sale,Public Sale
0014E00012000000,Available for Sale,Public Sale
0014E00015000000,Available for Sale,Public Sale
0014E00037000000,Available for Sale,Public Sale
0014E00098000000,Available for Sale,Public Sale
0014E00105000000,Available for Sale,Public Sale
0014E00113000000,Available for Sale,Public Sale
0014E00137000000,Available for Sale,Public Sale
0014E00214000000,Available for Sale,Public Sale
0014E00231000000,Available for Sale,Public Sale
0014E00232000000,Available for Sale,Public Sale
0014E00266000000,Available for Sale,Public Sale
0014E00273000000,Available for Sale,Public Sale
0014E00282000000,Available for Sale,Public Sale
0014E00299000000,Available for Sale,Public Sale
0014F00345000000,Available for Sale,Public Sale
0014G00022000000,Available for Sale,Public Sale
0014G00023000000,Available for Sale,Public Sale
0014G00143000000,Available for Sale,Public Sale
0014G00315000000,Available for Sale,Public Sale
0014G00347000000,Hold for Study,Hold For Study
0014G00350000000,Hold for Study,Hold For Study
0014G00359000000,Hold for Study,Hold For Study
0014H00048000000,Available for Sale,Public Sale
0014H00134000000,Hold for Study,Hold for Study
0014H00140000000,Hold for Study,Hold for Study
0014H00142000000,Hold for Study,Hold for Study
0014H00199000000,Available for Sale,Public Sale
0014H00222000000,Available for Sale,Public Sale
0014J00049000000,Available for Sale,Public Sale
0014J00052000000,Available for Sale,Public Sale
0014J00125000000,Available for Sale,Public Sale
0014J00129000000,Available for Sale,Public Sale
0014J00133000000,Available for Sale,Public Sale
0014J00136000000,Available for Sale,Public Sale
0014J00143000000,Available for Sale,Public Sale
0014J00180000000,Available for Sale,Public Sale
0014J00181000A00,Available for Sale,Public Sale
0014J00184000000,Available for Sale,Public Sale
0014J00229000000,Available for Sale,Public Sale
0014J00238000000,Available for Sale,Public Sale
0014J00268000000,Available for Sale,Public Sale
0014K00269000000,Available for Sale,Public Sale
0014L00025000000,Available for Sale,Public Sale
0014L00212000000,Available for Sale,Public Sale
0014L00216000000,Available for Sale,Public Sale
0014N00001000000,Available for Sale,Public Sale
0014N00012000000,Available for Sale,Public Sale
0014N00041000000,Available for Sale,Public Sale
0014N00075000000,Available for Sale,Public Sale
0014N00077000000,Available for Sale,Public Sale
0014N00078000000,Available for Sale,Public Sale
0014N00104000000,Available for Sale,Public Sale
0014N00105000000,Available for Sale,Public Sale
0014N00178000000,Available for Sale,Public Sale
0014P00016000000,Available for Sale,Public Sale
0014R00140000000,Available for Sale,Public Sale
0014R00142000000,Available for Sale,Public Sale
0015B00036000000,Available for Sale,Public Sale
0015C00026000000,Available for Sale,Public Sale
0015D00125000000,Available for Sale,Public Sale
0015D00177000000,Available for Sale,Public Sale
0015D00253000000,Available for Sale,Public Sale
0015F00120000000,Available for Sale,Public Sale
0015F00128000000,Hold for Study,Hold for Study
0015F00160000000,Available for Sale,Public Sale
0015G00111000000,Available for Sale,Public Sale
0015G00166000000,Available for Sale,Public Sale
0015G00185000000,Available for Sale,Public Sale
0015G00221000000,Available for Sale,Public Sale
0015G00232000000,Available for Sale,Public Sale
0015G00237000000,Available for Sale,Public Sale
0015G00239000000,Available for Sale,Public Sale
0015H00001000000,Available for Sale,Public Sale
0015H00002000000,Available for Sale,Public Sale
0015H00008000000,Available for Sale,Public Sale
0015H00073000B00,Available for Sale,Public Sale
0015H00083000000,Available for Sale,Public Sale
0015H00108000000,Available for Sale,Public Sale
0015H00158000000,Available for Sale,Public Sale
0015H00164000100,Available for Sale,Public Sale
0015H00183000000,Available for Sale,Public Sale
0015H00187000000,Available for Sale,Public Sale
0015H00192000000,Available for Sale,Public Sale
0015H00193000000,Available for Sale,Public Sale
0015H00251000000,Available for Sale,Public Sale
0015H00252000000,Available for Sale,Public Sale
0015H00303000000,Available for Sale,Public Sale
0015J00003000000,Hold for Study,Hold For Study
0015J00018000000,Hold for Study,Hold For Study
0015K00077000000,Available for Sale,Public Sale
0015K00082000000,Available for Sale,Public Sale
0015K00083000000,Available for Sale,Public Sale
0015K00084000000,Available for Sale,Public Sale
0015K00089000000,Available for Sale,Public Sale
0015K00093000000,Available for Sale,Public Sale
0015K00096000000,Available for Sale,Public Sale
0015K00216000000,Available for Sale,Public Sale
0015L00044000000,Available for Sale,Public Sale
0015L00089000000,Available for Sale,Public Sale
0015L00117000000,Available for Sale,Public Sale
0015L00122000000,Available for Sale,Public Sale
0015L00140000000,Available for Sale,Public Sale
0015L00179000000,Available for Sale,Public Sale
0015L00208000000,Available for Sale,Public Sale
0015L00253000000,Available for Sale,Public Sale
0015L00304000000,Available for Sale,Public Sale
0015L00305000000,Available for Sale,Public Sale
0015M00019000000,Available for Sale,Public Sale
0015M00041000000,Available for Sale,URA Transfer
0015M00067000000,Available for Sale,Public Sale
0015M00089000000,Available for Sale,URA Transfer
0015M00114000000,Available for Sale,URA Transfer
0015M00165000000,Available for Sale,Public Sale
0015M00166000000,Available for Sale,Public Sale
0015M00187000000,Available for Sale,URA Transfer
0015M00200000000,Available for Sale,Public Sale
0015M00202000000,Available for Sale,Public Sale
0015M00206000000,Available for Sale,Public Sale
0015M00235000000,Available for Sale,Public Sale
0015M00237000000,Available for Sale,Public Sale
0015M00254000000,Available for Sale,Public Sale
0015M00262000000,Available for Sale,Public Sale
0015M00272000000,Available for Sale,Public Sale
0015P00075000000,Hold for Study,Hold For Study
0015P00081000000,Hold for Study,Hold For Study
0015R00001000000,Available for Sale,Public Sale
0015R00002000000,Available for Sale,Public Sale
0015R00005000000,Available for Sale,Public Sale
0015R00028000000,Available for Sale,Public Sale
0015R00039000000,Hold for Study,Hold For Study
0015R00040000000,Hold for Study,Hold For Study
0015R00041000000,Hold for Study,Hold For Study
0015R00042000000,Hold for Study,Hold For Study
0015R00044000000,Hold for Study,Hold For Study
0015R00046000000,Hold for Study,Hold For Study
0015R00047000000,Hold for Study,Hold For Study
0015R00048000000,Hold for Study,Hold For Study
0015R00049000000,Hold for Study,Hold For Study
0015R00050000000,Hold for Study,Hold For Study
0015R00051000000,Hold for Study,Hold For Study
0015R00052000000,Hold for Study,Hold For Study
0015R00054000000,Hold for Study,Hold For Study
0015R00055000000,Hold for Study,Hold For Study
0015R00064000000,Hold for Study,Hold For Study
0015R00066000000,Hold for Study,Hold For Study
0015R00068000000,Hold for Study,Hold For Study
0015R00073000000,Available for Sale,Public Sale
0015R00080000000,Available for Sale,Public Sale
0015R00113000000,Available for Sale,Public Sale
0015R00114000000,Available for Sale,Public Sale
0015R00171000000,Available for Sale,Public Sale
0015R00178000000,Available for Sale,Public Sale
0015R00179000000,Available for Sale,Public Sale
0015S00052000000,Available for Sale,Public Sale
0015S00191000000,Available for Sale,Public Sale
0016A00238000000,Hold for Study,Hold For Study
0016A00252000000,Hold for Study,Hold For Study
0016B00001000000,Hold for Study,Hold For Study
0016J00014000000,Hold for Study,Hold for Study
0016N00141000000,Hold for Study,Hold For Study
0016N00143000000,Hold for Study,Hold For Study
0016N00144000000,Hold for Study,Hold For Study
0016N00145000000,Hold for Study,Hold For Study
